,CF1-1,CF1-2,CF1-3,CF1-4,CF1-5,CF1-6,CF1-7,CF1-8,CF1-9,CF1-10,CF1-11,CF1-13,CF1-14,CF1-15,CF2-1,CF2-2,CF2-3,CF2-4,CF2-5,CF2-6,CF2-7,CF2-8,CF2-9,CF2-10,CF2-11,CF2-12,CF2-13,CF2-14,CF2-15,CF3-1,CF3-2,CF3-3,CF3-4,CF3-5,CF3-6,CF3-7,CF3-8,CF3-9,CF3-12,CF3-13,CF3-14,CF3-15,CF4-1,CF4-2,CF4-3,CF4-4,CF4-5,CF4-9,CF4-10,CF4-11,CF4-13,CF4-14,CF4-15,CF5-1,CF5-2,CF5-3,CF5-4,CF5-5,CF5-6,CF5-7,CF5-8,CF5-9,CF5-10,CF5-11,CF5-12,CF5-13,CF5-14,CF5-15,CF6-1,CF6-2,CF6-3,CF6-4,CF6-5,CF6-6,CF6-7,CF6-8,CF6-9,CF6-10,CF6-11,CF6-12,CF6-13,CF6-14,CD1-1,CD1-2,CD1-3,CD1-4,CD1-5,CD1-6,CD1-7,CD1-8,CD1-9,CD1-10,CD1-11,CD1-12,CD1-13,CD1-14,CD1-15,CD1-16,CD1-17,CD1-18,CD1-19,CD1-20,CD1-21,CD1-22,CD1-23,CD1-24,CD1-25,CD1-26,CD1-27,CD1-28,CD1-29,CD1-30,CD1-31,CD1-32,CD1-33,CD1-34,CD1-35,CD1-36,CD1-37,CD1-38,CD1-39,CD1-40,CD1-41,CD1-42,CD1-43,CD1-44,CD1-45,CD1-46,CD1-47,CD1-48,CD1-49,CD1-50,CD1-51,CD1-52,CD1-53,CD1-54,CD1-55,CD1-56,CD1-57,CD1-58,CD1-59,CD1-60,CD1-61,CD1-62,CD1-63,CD1-64,CD1-65,CD1-66,CD1-67,CD1-68,CD1-69,CD1-70,CD1-71,CD1-72,CD1-73,CD1-74,CD1-75,CD1-76,CD1-77,CD1-78,CD1-79,CD1-80,CD1-81,CD1-82,CD1-83,CD1-84,CD1-85,CD1-86,CD1-87,CD1-88,CD1-89,CD1-90,CD1-91,CD1-92,CD1-93,CD1-94,CD1-95,CD1-96,CD1-97,CD1-98,CD1-99,CD1-100,CD6-1,CD6-2,CD6-3,CD6-4,CD6-5,CD6-6,CD6-7,CD6-8,CD6-9,CD6-10,CD6-11,CD6-12,CD6-13,CD6-14,CD6-15,CD6-16,CD6-17,CD6-19,CD6-20,CD6-21,CD6-22,CD6-23,CD6-24,CD6-25,CD6-26,CD6-27,CD6-28,CD6-29,CD6-30,CD6-31,CD6-32,CD6-33,CD6-34,CD6-35,CD6-36,CD6-37,CD6-38,CD6-39,CD6-40,CD6-41,CD6-42,CD6-43,CD6-44,CD6-45,CD6-46,CD6-47,CD6-48,CD6-49,CD6-50,CD6-51,CD6-52,CD6-53,CD6-54,CD6-55,CD6-56,CD6-57,CD6-58,CD6-59,CD6-60,CD6-61,CD6-62,CD6-63,CD6-64,CD6-65,CD6-66,CD6-67,CD6-68,CD6-69,CD6-70,CD6-71,CD6-72,CD6-73,CD6-74,CD6-75,CD6-76,CD6-77,CD6-78,CD6-79,CD6-80,CD6-81,CD6-82,CD6-83,CD6-84,CD6-85,CD6-86,CD6-87,CD6-88,CD6-89,CD6-90,CD6-91,CD6-92,CD6-93,CD6-94,CD6-95,CD6-96,CD6-97,CD6-98,CD6-99,CD6-100
CD1-41,99.61962932,99.67989878,99.72486643,99.78437783,99.81705341,99.70494508,99.63778121,99.60062237,99.6840313,99.63332444,99.50529799,99.5364835,99.64631217,99.61808227,67.81641218,68.16930205,67.39774265,68.02354822,68.51961708,68.87619241,69.456709,68.17805571,68.92737097,68.11603497,68.33725277,67.69089813,68.12471052,67.45146577,67.81487482,99.39436828,99.50862255,99.45459842,99.44424804,99.3747472,99.49841975,99.43591132,99.5379149,99.45424117,99.47999424,99.57202205,98.94835879,99.37432661,68.67416943,70.8209984,71.35351436,69.83488388,99.47577026,99.47760621,98.62804232,99.43673899,91.12759448,90.8792003,90.81988481,99.5459243,98.6485352,99.42840738,97.67898908,99.44200137,99.33349408,99.41575485,99.42031414,99.51926089,99.45977836,99.46511251,99.48701674,99.50267216,99.48590576,99.45964045,99.364694,99.41737142,99.41479043,99.37059535,99.4295129,99.30410247,98.04560524,99.37952914,68.51095019,90.27502916,68.1755251,67.98175413,68.12970638,67.97209183,99.55147815,99.57285417,99.63799743,99.61131442,99.66116623,99.58558619,99.54661582,99.47366664,99.59146261,99.64678836,99.62564915,99.6463105,99.59925564,99.57397638,99.60556552,99.65552587,99.5934573,99.57861711,99.61717346,99.56335772,99.60925745,99.57645701,99.6186941,99.54674938,99.81314702,99.92009736,99.95398093,99.89515292,99.93667421,99.87517011,99.8488476,99.86668467,99.90626797,99.94227393,99.67708699,99.51449449,99.79510074,99.78709971,99.95257808,99.3841439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-42,99.59199777,99.64764518,99.69745545,99.76951118,99.81001913,99.66345072,99.60443902,99.60063565,99.666426,99.59743547,99.48551975,99.54430319,99.68461527,99.62486172,67.67485832,68.03300451,67.23195356,67.85524934,68.3682508,68.77692448,69.32863944,68.05723984,68.7983876,67.99489859,68.18840619,67.53813852,67.97219319,67.29818288,67.64531129,99.37905802,99.51053258,99.43572911,99.42870043,99.3713722,99.50823574,99.46737475,99.57835424,99.51993402,99.5080762,99.60728575,98.9934586,99.36033651,68.55231975,70.72071396,71.25073972,69.71911933,99.5194365,99.50592748,98.60024673,99.44220663,91.3121391,91.05790262,91.00301304,99.66843425,98.76590201,99.56821339,97.90899912,99.45527896,99.33832149,99.45591155,99.46935715,99.5935148,99.50368696,99.49746596,99.51736753,99.51732582,99.49843549,99.51869302,99.41389288,99.48221832,99.45812205,99.46597533,99.4599658,99.32820534,98.12466925,99.41138874,68.40542683,90.50270873,68.0645477,67.87203011,68.01394653,67.8411993,99.58308665,99.61328585,99.70953986,99.67592598,99.74391785,99.63281728,99.5803532,99.47913281,99.63376659,99.72681816,99.72427478,99.73792761,99.70910383,99.6836326,99.71654265,99.7104331,99.6402825,99.64255044,99.67747283,99.60781391,99.65800354,99.62553599,99.71371119,99.5800886,99.77988954,99.92817919,99.95690697,99.94168821,99.94228051,99.91746524,99.86588129,99.86924875,99.88813493,99.96017123,99.71532598,99.53802783,99.82859079,99.82487963,99.95576295,99.3639912,99.95998509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-43,99.55992249,99.61197653,99.64330357,99.70502575,99.73392487,99.63696091,99.60296163,99.55021742,99.62755789,99.56531704,99.43295375,99.47599088,99.57141949,99.54064157,67.6215274,67.97981869,67.19274248,67.83274037,68.30724172,68.68161186,69.24641143,68.00117432,68.72683745,67.93716471,68.1278762,67.50499076,67.91688189,67.27300416,67.61458573,99.33733822,99.43358512,99.39218694,99.36448246,99.31892505,99.41411862,99.35459229,99.46578399,99.37480517,99.39633152,99.48915979,98.78821393,99.31555872,68.47658554,70.63935605,71.15284745,69.62734418,99.41375045,99.40221233,98.39232667,99.35586276,91.09350428,90.85416823,90.77680078,99.41994928,98.49189214,99.28795388,97.51304667,99.36278593,99.27118038,99.35028345,99.34268574,99.42766657,99.39107522,99.39742033,99.41186133,99.42549054,99.4099072,99.36629841,99.29232054,99.3471747,99.34481478,99.2697957,99.35146084,99.21207297,97.88607937,99.30918121,68.31359244,90.23448113,67.99119975,67.77222252,67.93462086,67.75633736,99.46196925,99.49239273,99.53148208,99.52813975,99.54224932,99.51097091,99.44927832,99.40534001,99.50141998,99.53381702,99.50212176,99.52703161,99.47274519,99.43675201,99.48067516,99.55474416,99.49547716,99.4967731,99.51293292,99.48007909,99.50803672,99.4864308,99.49135513,99.45845486,99.79156248,99.86702798,99.89550622,99.83050693,99.87938691,99.81865049,99.78354681,99.81473061,99.8701265,99.88185877,99.59199791,99.45773542,99.71922229,99.7473336,99.89456774,99.33438246,99.97269118,99.93610268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-44,99.30280483,99.36906667,99.43926283,99.5399468,99.62852297,99.38908009,99.3066652,99.28807564,99.39167274,99.30497436,99.13432014,99.20919109,99.39178675,99.32509464,69.06326277,69.41059831,68.62733473,69.22604019,69.74431881,70.13546602,70.68668372,69.42367509,70.16631117,69.36216402,69.56418183,68.92283277,69.36030322,68.68775363,69.03387969,99.01385018,99.17032224,99.0946592,99.07458569,99.00288412,99.2240215,99.14442163,99.29002326,99.32570351,99.2245563,99.35247764,98.81873182,99.06589605,69.92461314,72.09299323,72.52008279,71.06012602,99.27855975,99.22598534,98.38345459,99.1343234,91.0642652,90.82356636,90.74358132,99.58801541,98.9142194,99.51191339,98.13971951,99.12679831,98.98893439,99.12157351,99.18773968,99.32180924,99.21053942,99.23950755,99.21338098,99.19023538,99.18774259,99.26537362,99.10225135,99.18933134,99.15122368,99.19044662,99.20743762,99.02803809,98.05032608,99.06369221,69.76610579,90.23236569,69.43075042,69.26253336,69.3842716,69.22886689,99.25454187,99.31535172,99.46473896,99.39964484,99.52962253,99.33358413,99.26291099,99.12219033,99.32434992,99.51341906,99.54354161,99.55794081,99.56584121,99.55787832,99.54777928,99.45865906,99.34772516,99.35114084,99.40587016,99.30819467,99.37932833,99.32743196,99.55335065,99.26579901,99.55803543,99.79892394,99.88704805,99.81597341,99.89339685,99.95559952,99.95151919,99.68700294,99.71582622,99.88530676,99.86592613,99.76434882,99.92179257,99.92974211,99.95064818,99.65451399,99.91517015,99.93909403,99.89904293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-45,99.23700532,99.32576272,99.38260232,99.48739619,99.59032316,99.34002327,99.26242224,99.21024179,99.33063932,99.25365069,99.0503757,99.0854948,99.27174193,99.2242204,68.91725527,69.24438293,68.50505549,69.08142502,69.60469504,69.9384831,70.51809228,69.24075939,70.00887262,69.17696669,69.42158251,68.77539169,69.22066462,68.53417316,68.90313844,98.89184404,99.06721338,98.97748395,98.99259452,98.88922366,99.06506416,98.98508714,99.11433179,99.13273063,99.06671684,99.19578495,98.64282743,98.92971434,69.74549752,71.84437931,72.31622438,70.86064341,99.1111969,99.05508833,98.37223611,99.00517813,90.52581031,90.27198236,90.19803591,99.39448439,98.72095104,99.30798126,97.9629102,98.9820023,98.82914555,98.94724192,99.01985841,99.14315723,99.02564478,99.08481662,99.0417061,99.06069545,99.04793274,99.12449138,98.93102787,99.01443716,98.97202396,98.99559937,99.03841778,98.84690211,98.00994432,98.89519705,69.57939355,89.67006474,69.25262267,69.08717352,69.2050871,69.06758399,99.11889202,99.17153434,99.31689316,99.24869704,99.38485763,99.18130961,99.12297339,98.99685192,99.19145813,99.3708375,99.38954937,99.41424247,99.40124411,99.38909016,99.38025069,99.32279299,99.20444206,99.18112111,99.25150773,99.1569767,99.2408404,99.17770382,99.39786782,99.12456694,99.51188209,99.76420427,99.82992293,99.7166602,99.85388177,99.89361926,99.93144007,99.63005499,99.67350052,99.8203346,99.81603384,99.75624601,99.89489573,99.90488546,99.91618699,99.68343399,99.90621339,99.87727785,99.88787228,99.95900071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-46,99.54674685,99.60346077,99.65931257,99.71967749,99.76518073,99.62593144,99.56000302,99.54489199,99.62366186,99.54871574,99.41769497,99.47617651,99.61244662,99.55073767,68.09790224,68.4605731,67.66413111,68.29002457,68.79964408,69.18386027,69.74698045,68.47661816,69.21708522,68.41026186,68.61528596,67.96392267,68.40174881,67.72499035,68.07045211,99.31575075,99.44353086,99.37313282,99.35660564,99.30685412,99.43633885,99.37852073,99.49844596,99.44351237,99.42734039,99.52638855,98.93660711,99.28263886,68.97017623,71.13073388,71.65580449,70.12370834,99.43777624,99.41767135,98.57704435,99.37132607,91.06060641,90.8001453,90.75384721,99.59122582,98.73925272,99.49577377,97.7931525,99.374568,99.25050477,99.3642134,99.37777397,99.48903873,99.40978769,99.42582795,99.43663516,99.44408932,99.41911844,99.42534371,99.31663683,99.38101025,99.35584172,99.35150325,99.37081849,99.24344658,97.98314811,99.31545694,68.80570838,90.2199573,68.47683433,68.29786594,68.42785077,68.2655128,99.5062018,99.53311608,99.6276299,99.58470338,99.6582301,99.54813752,99.50892188,99.40509385,99.55461577,99.64342355,99.63211439,99.64716432,99.62142801,99.59859679,99.62540755,99.63886869,99.56800042,99.55977591,99.60039778,99.53093971,99.57753979,99.543131,99.63856544,99.50143352,99.76259789,99.89956508,99.94206505,99.91093144,99.92276594,99.91712659,99.87925305,99.85170109,99.87018494,99.9424975,99.73243484,99.57375041,99.8321738,99.83359848,99.9587067,99.44108914,99.97459465,99.97826264,99.9559281,99.95424864,99.91235796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-47,99.38861679,99.44151132,99.50236597,99.57882221,99.64481737,99.46536572,99.3900843,99.34873671,99.45552012,99.37568501,99.22688335,99.279972,99.42436216,99.38347136,68.87708225,69.21537575,68.44740077,69.05512369,69.56051178,69.92470882,70.48954251,69.23297687,69.96823252,69.17121311,69.37708921,68.74074414,69.17706638,68.50053462,68.86287389,99.09503644,99.23346414,99.17113383,99.15269762,99.06591805,99.26651067,99.1973287,99.31280156,99.30673205,99.24843587,99.3701347,98.79760432,99.11653909,69.73248414,71.88466727,72.34908198,70.87799361,99.27938763,99.2514379,98.37165166,99.18985904,90.77820117,90.54943589,90.46522026,99.50570605,98.75664786,99.41364035,97.84436144,99.17690696,99.04525791,99.16150717,99.22007656,99.32106924,99.24044757,99.26599437,99.25961615,99.23733187,99.24184925,99.26365336,99.13471449,99.1842139,99.18330332,99.15095737,99.23249984,99.06078577,97.87976217,99.10072005,69.56843212,89.91710656,69.24234239,69.059453,69.19543412,69.03411763,99.30631879,99.36242703,99.47081367,99.41728344,99.50775841,99.36931879,99.31550509,99.20358005,99.36428243,99.50167177,99.50144468,99.51500893,99.50769957,99.49403718,99.50260249,99.47372802,99.38264733,99.37941919,99.42252804,99.35412529,99.4056035,99.3657184,99.50954072,99.32073527,99.634989,99.80665828,99.9012849,99.81166543,99.88410107,99.90114002,99.9076329,99.72539823,99.76316365,99.89096172,99.78297325,99.65910093,99.85419229,99.86808125,99.94516683,99.57131299,99.9564895,99.92316539,99.94470852,99.96276637,99.96038282,99.9625445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-48,99.71561796,99.77842174,99.79285394,99.83175724,99.84493753,99.78124045,99.72538573,99.70998064,99.76850782,99.73047217,99.62043726,99.62691466,99.73845167,99.69229119,66.85501483,67.20681823,66.43523718,67.05517624,67.58710804,67.92651274,68.53061542,67.21013322,67.9987622,67.14322819,67.39588824,66.70346308,67.16136002,66.46084986,66.8225768,99.50378521,99.63196176,99.54384234,99.57933459,99.50541453,99.54582209,99.50240163,99.58569205,99.44720214,99.5341533,99.59241078,98.89697339,99.40472413,67.70472479,69.82480729,70.4342479,68.87729644,99.48706182,99.5054833,98.75869954,99.50312544,90.93074054,90.64381852,90.65245117,99.44766701,98.40685488,99.33542164,97.40643322,99.5244911,99.40766669,99.51518055,99.46245308,99.57766729,99.49260094,99.52180912,99.54632124,99.61623741,99.5554496,99.47821998,99.42255715,99.49136279,99.47160701,99.44578779,99.43652731,99.35507364,97.85011983,99.48866632,67.54976925,90.11809029,67.21025329,67.04196395,67.16583573,67.01277066,99.64799037,99.63260964,99.67280484,99.65427798,99.68068904,99.63294541,99.64249328,99.56675838,99.67939767,99.65429813,99.60279979,99.62464597,99.55241164,99.51121084,99.58805932,99.71172005,99.67639465,99.63203771,99.67695441,99.62469673,99.66353385,99.64385065,99.61951559,99.62626548,99.87422384,99.94566402,99.90173604,99.90131238,99.86733541,99.76939467,99.72800799,99.93828472,99.92669408,99.91089342,99.49283481,99.27992135,99.6705871,99.64523254,99.87620372,99.12334527,99.942749,99.93167125,99.91738797,99.82628903,99.81308344,99.93602526,99.86727573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-49,99.8393598,99.8598072,99.92346141,99.92600426,99.90136797,99.88450626,99.83612485,99.85458788,99.88139339,99.83392704,99.83125429,99.86661971,99.92396523,99.89580024,66.46203899,66.83691105,66.02740431,66.68313966,67.18878947,67.59106493,68.16643834,66.86269358,67.6135811,66.80459447,67.00939351,66.3352291,66.77090767,66.0934872,66.4527359,99.74703577,99.82831184,99.76256217,99.76956005,99.72319179,99.81533507,99.80641969,99.84216501,99.69980547,99.78794826,99.85052488,99.23142584,99.66641226,67.38142888,69.57939994,70.16994638,68.59061367,99.74857498,99.7726626,98.84982829,99.77642617,91.24386007,90.98238559,90.96657768,99.69929423,98.55881042,99.57642487,97.48183815,99.79173165,99.68590455,99.770254,99.76129778,99.81644016,99.75634283,99.75570981,99.81582335,99.82199247,99.807679,99.72406437,99.70992073,99.69547079,99.72447156,99.68964436,99.67904322,99.63128433,97.96124236,99.7279004,67.23642473,90.40548391,66.87470731,66.67641224,66.84050527,66.65929241,99.91460834,99.9144757,99.92769251,99.92231549,99.91192104,99.9217435,99.91221938,99.85719037,99.93081398,99.91140232,99.85449254,99.86448862,99.80168891,99.77170185,99.83942075,99.94836463,99.93449501,99.92947174,99.94440554,99.92842025,99.92579255,99.93107442,99.83604193,99.90797087,99.90363266,99.8924109,99.8903759,99.94117063,99.83150489,99.68211927,99.57113081,99.94069416,99.92493472,99.89775467,99.3533822,99.04510883,99.52075058,99.44213352,99.78047712,98.79915601,99.81460044,99.83239712,99.7399095,99.62391225,99.52217601,99.78943539,99.66395299,99.84347604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-50,99.70935314,99.66604665,99.75212074,99.81509917,99.85173145,99.69498756,99.63111592,99.63197828,99.70368984,99.62337314,99.57246419,99.64139076,99.76322014,99.73240895,67.30281522,67.66139449,66.86085551,67.47473189,68.00518134,68.42339188,68.9912318,67.68687987,68.45092752,67.61525273,67.84015005,67.17291715,67.59489416,66.91614536,67.28298028,99.46087017,99.57823257,99.51075145,99.52679251,99.44013801,99.62472059,99.61947023,99.65786477,99.63381504,99.60521328,99.72498604,99.15961615,99.45188293,68.19883065,70.41867521,70.89716249,69.40578854,99.61751612,99.6153244,98.8261121,99.5870228,90.94218059,90.71547106,90.64127939,99.78391652,98.88340707,99.68699959,97.96699361,99.57948804,99.44673024,99.55082673,99.63653805,99.69164991,99.59152853,99.59699753,99.61373488,99.60125793,99.61322062,99.67205493,99.53185067,99.54338937,99.55067468,99.55670922,99.52267888,99.40985448,98.26716369,99.48833602,68.08085422,90.13435196,67.71171969,67.53790571,67.68956246,67.49216991,99.69995971,99.75035514,99.85324228,99.80244872,99.88574313,99.75216783,99.71473702,99.59411603,99.75932743,99.87580478,99.88095041,99.88704564,99.86044207,99.84564491,99.86246325,99.83234074,99.76573053,99.76355785,99.80564794,99.74545508,99.79547762,99.76170154,99.83602424,99.70944227,99.75188888,99.88964304,99.93123898,99.92481702,99.91320491,99.83257455,99.76762566,99.84541253,99.85201966,99.92329686,99.61662503,99.38977787,99.7481144,99.71278087,99.86968883,99.16722876,99.84081468,99.87846827,99.75586984,99.77040637,99.69049547,99.83213259,99.75828747,99.81010404,99.87044135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-51,99.80795169,99.84647295,99.87130917,99.88764547,99.86311971,99.8613196,99.85132828,99.83946962,99.86971566,99.82756585,99.76721721,99.79554124,99.83999397,99.81334806,65.54343915,65.93211475,65.14786146,65.78570356,66.25627691,66.67085646,67.20708364,65.93618853,66.67340935,65.86057628,66.08718581,65.45582043,65.86144732,65.21793621,65.55699926,99.7241694,99.78274049,99.71271916,99.72908265,99.7321374,99.65358678,99.6513998,99.71859305,99.47613867,99.6344718,99.69774767,98.93226316,99.57505955,66.4096704,68.57387148,69.16006002,67.58639157,99.60850438,99.62377366,98.75331491,99.6795328,91.2331789,90.94416089,90.92957567,99.45081434,98.29634374,99.26396357,97.18294527,99.68989002,99.58853627,99.64215303,99.58305028,99.61477768,99.59821546,99.6003485,99.67061824,99.74082917,99.68696875,99.6831316,99.52735531,99.60006143,99.56382022,99.53033198,99.46807192,99.50499916,98.20408912,99.63355558,66.26383263,90.40812299,65.91246087,65.6878774,65.83875993,65.72941774,99.80619304,99.75933653,99.7654283,99.79582051,99.75996159,99.79274494,99.76869699,99.77746181,99.8161026,99.74789187,99.70458241,99.72999112,99.60358156,99.5748755,99.62264466,99.7924086,99.78487298,99.75379596,99.77953196,99.76490297,99.78895523,99.77270886,99.60827161,99.73790086,99.83651244,99.82117139,99.75951258,99.79576794,99.75160848,99.56609393,99.44157572,99.85347979,99.86472655,99.76395975,99.18916735,98.97052675,99.39373378,99.3534294,99.6604643,98.70180683,99.7296149,99.72587559,99.66281304,99.4960691,99.43933626,99.66457876,99.52638298,99.72907784,99.84961926,99.77657766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-52,94.42713635,94.59419605,94.90116865,95.18314879,95.66030941,94.63850512,94.50228192,94.48276765,94.70504969,94.49672473,94.14270158,94.29423663,94.75444636,94.6819734,70.74389403,70.90163839,70.32014756,70.73016321,71.22379225,71.77954016,72.14784832,71.01499256,71.75720749,70.92322141,71.07954355,70.60561943,70.95661142,70.34037731,70.769814,93.88175722,94.3085034,94.08019156,94.18044111,93.96291388,94.6516221,94.40500419,94.60870631,95.39221748,94.65505567,95.02028672,95.18514883,94.47884012,71.50173899,73.47772986,72.97272297,72.42576895,95.13914534,94.70971572,94.81412582,94.4869321,86.76663356,86.59462011,86.19008802,96.27856255,97.20958285,96.36814556,98.48011225,94.39678936,94.07769807,94.1745667,94.85945649,94.95485449,94.60117159,94.99923558,94.46485763,94.35868672,94.51218269,95.05854396,94.44350384,94.68636268,94.48126302,95.17870251,94.83699887,94.34503748,95.91823183,94.07218367,71.40132961,85.91793794,71.00800343,70.94398117,71.02895859,70.90634929,94.45691499,94.72997048,95.28982055,95.03037333,95.58067072,94.77518142,94.5197377,94.16166078,94.68533687,95.60475436,95.87589289,95.88538991,96.10315142,96.16453828,95.95268981,95.24392963,94.80638452,94.83371449,94.99952106,94.73339249,95.01177485,94.81742859,96.28488217,94.68300177,94.68829152,95.63218343,95.9796137,95.73368389,96.21359193,96.49822348,96.60893883,95.19312161,95.28671206,95.89218132,96.87059005,97.0832654,96.79009903,96.70731203,96.18630042,96.93919579,95.73463202,95.9180523,95.57228601,96.32709974,96.27146265,95.84353931,95.96039131,95.35948089,95.20125787,95.89049613,95.0180482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-53,99.03881678,99.09621917,99.24460732,99.37821948,99.50830357,99.13593693,99.0530698,99.04484038,99.16081839,99.03005612,98.88215678,98.99363424,99.21904308,99.14965848,69.2796744,69.63885459,68.84815476,69.42845405,69.9535113,70.38593036,70.90895352,69.65384363,70.37494736,69.58525477,69.78664816,69.1729257,69.58352658,68.92196132,69.28398579,98.74426739,98.92195135,98.82816782,98.81468183,98.74430696,99.02952988,98.9815327,99.10024809,99.22602358,99.05606302,99.22885325,98.83313148,98.83991165,70.17619491,72.36466767,72.73119033,71.30957876,99.15837732,99.04666534,98.37862244,98.98073173,90.5777028,90.35014975,90.24047179,99.75158926,99.25097342,99.69601475,98.6789389,98.92856964,98.72810949,98.86787399,99.0655323,99.17014337,98.9940765,99.06401725,98.98971608,98.94484549,98.97689327,99.24888006,98.91554747,98.98565552,98.92080671,99.07652121,99.00979233,98.81293978,98.45181406,98.79496993,70.04131741,89.73882681,69.67276846,69.52048685,69.64076399,69.50188396,99.0998483,99.19530377,99.44447847,99.33368625,99.55834543,99.22464265,99.11584964,98.9272573,99.20366324,99.55203743,99.65336801,99.66344542,99.7028073,99.72696161,99.63583866,99.39510398,99.23163224,99.25299613,99.33786378,99.20391376,99.30991781,99.22517638,99.60062579,99.10820449,99.26047694,99.61308829,99.74485218,99.67636808,99.81243724,99.91076411,99.89299749,99.44167811,99.48354316,99.73623865,99.89299348,99.83259554,99.92138839,99.85923205,99.81786609,99.64925529,99.65664771,99.73544324,99.56524582,99.79804941,99.7270778,99.69479657,99.68627353,99.49282597,99.47289647,99.73387623,99.43440619,96.92025074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
