,F1-1,F1-2,F1-3,F1-4,F1-5,F1-6,F1-7,F1-8,F1-9,F1-10,F1-11,F1-12,F1-13,F2-1,F2-2,F2-3,F2-4,F2-5,F2-6,F2-7,F2-8,F2-9,F2-10,F2-11,F2-12,F2-13,F2-14,F2-15,F3-1,F3-2,F3-3,F3-4,F3-5,F3-6,F3-7,F3-8,F3-9,F3-10,F3-11,F3-12,F3-13,F3-14,F3-15,F5-1,F5-2,F5-3,F5-4,F5-5,F5-6,F5-7,F5-8,F5-9,F5-10,F5-11,F5-12,F5-13,F5-14,F5-15,F6-1,F6-2,F6-3,F6-4,F6-5,F6-6,F6-7,F6-8,F6-9,F6-10,F6-11,F6-12,F6-13,F6-14,F6-15,D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D1-8,D1-9,D1-10,D1-11,D1-12,D1-13,D1-14,D1-15,D1-16,D1-17,D1-18,D1-19,D1-20,D1-21,D1-22,D1-23,D1-24,D1-25,D1-26,D1-27,D1-28,D1-29,D1-30,D1-31,D1-32,D1-33,D1-34,D1-35,D1-36,D1-37,D1-38,D1-39,D1-40,D1-41,D1-42,D1-43,D1-44,D1-45,D1-46,D1-47,D1-48,D1-49,D1-50,D1-51,D1-52,D1-53,D1-54,D1-55,D1-56,D1-57,D1-58,D1-59,D1-60,D1-61,D1-62,D1-63,D1-64,D1-65,D1-66,D1-68,D1-70,D1-71,D1-72,D1-73,D1-74,D1-75,D1-76,D1-77,D1-78,D1-79,D1-80,AD6-26,AD6-27,AD6-28,AD6-29,AD6-30,AD6-31,AD6-32,AD6-33,AD6-34,AD6-35,AD6-36,AD6-37,AD6-38,AD6-39,AD6-40,AD6-41
D1-73,99.85725478,99.87394778,99.70113832,99.87556136,99.80209628,99.87982573,99.80160711,99.92088505,99.90810219,99.28445042,98.88867753,99.72595123,99.58093795,99.60282321,99.59327798,99.86257793,99.84746095,99.89566122,99.93689904,99.93763087,99.89109329,99.54844303,99.92456522,99.41576616,99.5044325,99.01335494,98.61875478,98.46824151,86.83236893,86.61912862,83.16389556,84.77200703,86.44810051,86.67951892,85.3258866,86.12214858,86.59963469,85.40561239,83.39942886,86.39835111,83.30181374,83.53330629,84.35012864,70.16788666,70.59318504,69.4035153,69.722374,68.09749227,70.75792032,71.88777766,72.03275353,73.34059903,72.033536,70.1860585,71.3927854,69.03349151,69.89332617,72.43377031,70.10886435,70.45001865,70.2738478,70.38900144,70.52496419,69.59059818,68.72051997,68.39425055,69.2966744,68.7107454,69.08828598,69.19863993,68.72398154,67.80894363,71.70979578,98.64011349,98.15288236,98.65396547,98.51178951,98.99846075,98.78106808,99.46162565,99.10042372,98.23846223,96.81484507,97.93870079,97.87082116,98.9322648,97.50379956,99.48645623,99.15043059,99.13242617,99.03206662,99.19912678,98.64412682,99.18599949,99.57699483,99.40470287,98.71178391,96.94399866,97.31523802,97.30806213,98.2140877,96.97459274,98.53478465,98.70930564,99.23607716,99.62523723,99.61330605,98.72308938,98.0607885,98.9765667,99.46823083,99.16672433,98.11813889,97.00432954,97.96762575,98.924846,96.74235787,97.03751555,99.42915764,99.05195563,98.89734186,98.88476597,96.53659774,99.09291465,98.78653171,99.22475767,99.27709113,99.97979775,99.97031504,99.9360157,99.90859997,99.95779596,99.95273696,99.98400245,99.94273168,99.98341685,98.26055196,99.84140589,96.51332256,99.97165284,99.92540906,99.94484025,99.97028409,,,,,,,,,,,,,,,,,,,,,,,,
D1-74,99.90832458,99.89389656,99.77316642,99.90414813,99.87140663,99.91197122,99.85515549,99.95630378,99.94163428,99.36513495,99.08551168,99.80244937,99.68712154,99.69102397,99.67975446,99.91160387,99.90011589,99.90276582,99.95903926,99.95509383,99.92572187,99.65669912,99.95652031,99.47742747,99.6258285,99.19631568,98.84681772,98.70515116,87.05459729,86.81874918,83.3851677,84.89848415,86.57602915,86.96436124,85.59991732,86.32205164,86.87454426,85.65243229,83.61427388,86.55889082,83.42095087,83.70569462,84.47206248,70.88439314,71.30727406,70.11998534,70.4483209,68.82147023,71.47480759,72.60122315,72.74052051,74.02925211,72.72822477,70.90416885,72.11475859,69.75332404,70.61122504,73.13745707,70.82522342,71.17234269,70.99635109,71.10788384,71.24475513,70.31630723,69.4468233,69.11853704,70.02015823,69.43784569,69.82033886,69.91877996,69.446098,68.53044201,72.44657063,98.83825153,98.40604018,98.86884379,98.73857714,99.17678418,98.99135343,99.59448155,99.2567034,98.49447048,97.15810999,98.22821115,98.15509638,99.11784917,97.80804601,99.59569578,99.29827509,99.28668666,99.20324785,99.34830947,98.86000427,99.3493187,99.68594918,99.53719501,98.90484852,97.26629502,97.61750132,97.62449309,98.45891978,97.30400104,98.75086681,98.89427911,99.39459708,99.73115728,99.71080905,98.92917731,98.31644334,99.16948126,99.57021845,99.32000596,98.36698241,97.33462337,98.21896124,99.13012321,97.06185297,97.3242589,99.5339189,99.20068671,99.03836921,99.05923358,96.8824622,99.26178725,98.96962713,99.37547348,99.39185313,99.95253854,99.9867633,99.96676602,99.94432177,99.96155897,99.9674428,99.97988636,99.96124399,99.94714846,98.49338978,99.86912047,96.88829233,99.97423879,99.94643163,99.95472754,99.97674563,99.97217545,,,,,,,,,,,,,,,,,,,,,,,
D1-75,99.57235425,99.58696336,99.58602302,99.54592699,99.57458092,99.56743214,99.63456931,99.58724945,99.56500101,99.3036231,98.95928189,99.57416072,99.566719,99.51662379,99.61904123,99.55484648,99.565043,99.54007001,99.55874041,99.54140258,99.6244307,99.51040464,99.5494677,99.44180811,99.4987265,99.22322863,98.9532792,98.89437549,89.32689395,89.09927165,85.95381799,87.25876328,88.82475234,89.45363711,88.20220612,88.72670132,89.21954382,88.1730142,86.26410825,88.78761903,85.90914498,86.22263463,86.85115625,72.0119736,72.36330683,71.2890374,71.56464704,70.05454897,72.49182272,73.55465793,73.65646658,74.86668201,73.61838574,71.9702334,73.09496278,70.93636081,71.68465248,74.03266303,71.90514199,72.20541775,72.04913688,72.15604809,72.29373865,71.41146021,70.63537476,70.29965423,71.14124952,70.60917944,70.95544678,71.0457369,70.60676245,69.75523018,73.45347228,98.77185227,98.45072009,98.85437584,98.70923243,99.0900367,99.03481449,99.4220304,99.09723133,98.6252591,97.55279433,98.43269292,98.39337923,99.03164192,98.20054033,99.41969388,99.10555437,99.14570931,99.08610923,99.24029166,98.86167345,99.19943121,99.43668094,99.34885017,98.74304852,97.43233282,97.82377987,97.80885957,98.45666703,97.50100429,98.71249999,99.14964502,99.41145732,99.63561684,99.59389659,99.18461024,98.79461135,99.33011868,99.53956829,99.45383984,98.80151512,97.96921616,98.709561,99.29335826,97.78426156,97.94969457,99.44694847,99.40783161,99.24231524,99.28221441,97.60821651,99.39979489,99.16715612,99.41770733,99.45434152,99.42020369,99.54368082,99.59941203,99.59985819,99.54097545,99.57720288,99.52452742,99.47897728,99.44979858,98.57552836,99.5377997,97.89711767,99.47763772,99.58292085,99.57802659,99.45147131,99.482927,99.54144314,,,,,,,,,,,,,,,,,,,,,,
D1-76,99.69960977,99.78078142,99.51446702,99.75797525,99.65048963,99.76407118,99.6374686,99.79412655,99.76664001,99.16228899,98.74426356,99.54143824,99.3537443,99.37958446,99.44430862,99.68829672,99.68098831,99.83028404,99.79955088,99.83043193,99.73049271,99.28588638,99.78392845,99.26817177,99.25371578,98.72001361,98.28247442,98.12401005,86.39188772,86.19638439,82.74957675,84.47321513,86.09384985,86.22716047,84.90507357,85.72588262,86.13068825,84.97114062,83.00637446,86.01535024,82.9929987,83.19076598,84.02529641,69.37009167,69.78333767,68.6348721,68.93315689,67.37988783,69.95823028,71.05939454,71.22244565,72.53553916,71.20165654,69.39198233,70.57721579,68.26656531,69.10555903,71.60667823,69.31833081,69.6546,69.47124335,69.59477701,69.7358668,68.80225043,67.97322146,67.65548676,68.52158887,67.95450787,68.309913,68.42268045,67.95823525,67.08831463,70.88461899,98.31929352,97.78701708,98.31886729,98.19354209,98.6992684,98.48060248,99.24602779,98.79975729,97.90004543,96.38698903,97.587545,97.51498985,98.64901115,97.11716864,99.24468975,98.85025845,98.83483662,98.71663662,98.91165011,98.30773206,98.89521171,99.39373813,99.1616207,98.3695173,96.49329213,96.89168256,96.86737826,97.8623188,96.53205313,98.18330662,98.63270098,99.19948595,99.52576245,99.55664798,98.51718877,97.82360979,98.75740212,99.3626011,99.00406582,97.87774311,96.74960241,97.73990437,98.68381854,96.51019538,96.79710528,99.23320629,98.92951829,98.766518,98.70193766,96.32791333,98.9257827,98.59465185,99.05367467,99.13988409,99.88816285,99.83158251,99.78377535,99.77714374,99.80146195,99.8333884,99.8623915,99.82750101,99.86828224,97.99266904,99.65257779,96.39256405,99.86712461,99.81433522,99.80936699,99.87692115,99.89631327,99.87617107,99.36921742,,,,,,,,,,,,,,,,,,,,,
D1-77,81.79238274,81.63639481,82.46357905,81.68419507,82.02301135,81.60028734,81.86029246,81.4921345,81.5322602,81.86262992,83.17727396,82.18775646,82.65856116,82.23066642,83.97657696,81.48095414,82.00582566,81.52446489,81.61672726,81.67267886,81.71369863,83.2071993,81.28094039,81.96485795,82.94393818,83.82369761,84.03044762,84.33643037,79.72501919,79.22998736,77.4114428,76.49659316,77.92365505,79.92702643,79.08832971,78.53349242,79.81598411,78.52551883,76.62762543,78.20547403,75.75665748,76.43018736,76.13158755,71.4931349,71.80999602,70.77674663,71.64024865,69.73942063,71.60612344,72.62674841,72.51951122,73.03873647,72.935165,71.19219867,72.39739608,71.0046505,71.16997427,72.523481,70.88854316,71.08449429,71.19990125,70.97112208,71.19619043,70.61376724,70.24747552,69.82890241,70.57485401,70.12722832,70.1407177,70.54694539,70.28458146,69.82567334,74.37931873,85.48348775,85.74150192,85.02896114,85.42254425,84.3792827,84.52131631,82.93792117,84.36770514,85.32471663,86.27037824,85.31442309,85.58469114,84.83677512,85.59854548,82.85366022,84.50009669,84.03968203,84.32294392,83.71873573,85.05646379,84.11243278,82.42956763,83.31601233,85.08140028,86.62027114,86.40219264,85.9276933,85.74801651,86.4444829,85.13275875,82.84819786,82.50690852,82.68166949,82.19811931,82.30011361,82.90927009,82.36035125,81.16844317,82.48332952,83.26525399,83.41885314,82.7199649,83.02136061,82.71279371,82.4066963,81.42460368,81.95891014,81.40349159,81.88264134,82.09311282,82.15253064,82.35592293,82.2015454,81.26995495,80.78891884,81.32389543,81.62942564,81.44767441,81.46694191,81.08392769,81.0696415,80.90327153,80.88435434,84.56491077,81.55733672,83.89028813,81.01102804,81.25717568,81.37444983,80.67394793,80.93132972,81.19353898,82.35882787,80.84804033,,,,,,,,,,,,,,,,,,,,
D1-78,99.56585195,99.67707708,99.35127942,99.63671358,99.52300276,99.65356361,99.5020243,99.68044304,99.64803714,99.04494863,98.63328882,99.39043357,99.17658457,99.19934017,99.29812452,99.55133975,99.55433442,99.75156961,99.68513884,99.72307774,99.60021237,99.10376186,99.66900026,99.15564369,99.06369356,98.50485711,98.03503527,97.87384667,85.96586655,85.77390435,82.33728224,84.14255825,85.73277304,85.79420995,84.48894511,85.32878403,85.70301383,84.55170754,82.61025587,85.64161921,82.65639247,82.82244288,83.68377641,69.2182233,69.629507,68.50174157,68.78901942,67.29465483,69.8146699,70.8881117,71.06727213,72.38256236,71.03027927,69.25815679,70.42064015,68.13819028,68.97420405,71.44810597,69.18834005,69.52807117,69.32129026,69.47243999,69.60546253,68.68145586,67.87384125,67.56393712,68.39587412,67.85190011,68.22252892,68.30495082,67.84208093,66.99888444,70.67645646,98.06708339,97.52250303,98.07437289,97.95256155,98.47202185,98.25428343,99.07619564,98.57198311,97.65321863,96.08249982,97.33529155,97.26326276,98.43296819,96.8447182,99.07020041,98.62570337,98.60801476,98.4849582,98.68466826,98.06947577,98.68471837,99.24688535,98.97998282,98.12014178,96.16726938,96.58145456,96.55530679,97.58835026,96.20789447,97.91921673,98.52248444,99.10008924,99.39937749,99.46413772,98.37030194,97.65245419,98.6068605,99.27412719,98.88152937,97.70083952,96.57626379,97.58307949,98.51246888,96.37113166,96.66151619,99.10652768,98.83020016,98.6654448,98.57256846,96.20486813,98.80159387,98.44929319,98.9176849,99.04638906,99.80366273,99.72361618,99.65934753,99.65680834,99.66382089,99.73484447,99.75606267,99.74476593,99.75151323,97.81582141,99.49997152,96.26532474,99.76059456,99.7034158,99.68272489,99.80728014,99.79810905,99.78984249,99.26239936,99.95660528,80.45581574,,,,,,,,,,,,,,,,,,,
D1-79,99.69823626,99.66076272,99.51782645,99.66484539,99.65594429,99.68321036,99.60674667,99.76606952,99.74512195,99.24183761,99.0775535,99.58987001,99.4198961,99.4558292,99.46024898,99.71341861,99.65379529,99.68494263,99.74405551,99.74189111,99.70285526,99.4022531,99.73838321,99.36554779,99.41419074,98.97475409,98.61617601,98.47994204,86.67682283,86.45121812,83.02912503,84.6244038,86.25942834,86.63086472,85.31935926,86.00348886,86.52751976,85.31659423,83.30950123,86.24687081,83.17323121,83.40445888,84.20677301,71.04978586,71.45615049,70.32611836,70.64751729,69.15193505,71.59395542,72.64279472,72.7785222,74.02263162,72.80089977,71.02876973,72.20064621,69.96040879,70.789433,73.15645137,70.97402154,71.28248554,71.12691256,71.21913437,71.38616438,70.51799832,69.7058134,69.37748484,70.22906512,69.68330443,70.00020385,70.15537337,69.70456421,68.84080502,72.45616424,98.52901657,98.12490213,98.57366582,98.4643903,98.86198698,98.72959857,99.3190955,98.91263558,98.22914094,96.91783658,97.9751858,97.92241214,98.82403604,97.58795534,99.24860675,98.97024772,98.91379915,98.86767481,98.99349098,98.58816451,99.04150799,99.38626191,99.22749699,98.55452078,96.95024432,97.2984375,97.3127534,98.14373686,97.0184237,98.42411557,99.04825578,99.475458,99.66685304,99.6822418,98.85816885,98.25644575,99.07480089,99.52699199,99.27115832,98.32894074,97.34204468,98.20316877,98.99780425,97.10650821,97.29641519,99.42789662,99.18966018,98.95923475,99.02401391,96.81778974,99.21503688,98.94418197,99.30236781,99.36071553,99.74763005,99.75792504,99.75225622,99.73010536,99.72501946,99.77711809,99.75891916,99.72101343,99.70787931,98.44914482,99.60865931,97.05859375,99.77476857,99.77184271,99.74743727,99.81877021,99.78207407,99.8179786,99.39570029,99.7670763,81.94980958,99.72114096,,,,,,,,,,,,,,,,,,
D1-80,99.5822283,99.64810225,99.36740395,99.61451772,99.51519972,99.62690034,99.49914128,99.691849,99.66421387,99.05694669,98.64078871,99.41199178,99.21424644,99.23754275,99.31501935,99.58117063,99.55503431,99.70727566,99.69687954,99.71925337,99.61972173,99.1629165,99.68385323,99.20975501,99.14281714,98.58672163,98.12967342,97.98541356,86.11211861,85.91498105,82.44435973,84.22742704,85.85620813,85.98760233,84.66170208,85.46413463,85.87150812,84.69413585,82.7287776,85.75609003,82.75407611,82.91006034,83.7826601,69.37149732,69.78327478,68.6366391,68.931473,67.42650701,69.94704151,71.02420965,71.19468855,72.50825728,71.14463176,69.38220225,70.5552208,68.28282904,69.11283031,71.57413084,69.32073925,69.64481921,69.44749745,69.59587846,69.74080604,68.818339,68.00554307,67.68870288,68.52117546,67.98187576,68.34659415,68.44418122,67.97793395,67.14162035,70.81695126,98.16749807,97.62070763,98.16574813,98.0334154,98.52839413,98.31229656,99.08194851,98.62840637,97.73265251,96.24935471,97.42291347,97.3541004,98.49535695,96.99039225,99.07868105,98.70943855,98.66075896,98.55516194,98.73329716,98.14496102,98.74190129,99.22058434,98.99620129,98.18554003,96.31640513,96.71431451,96.68105849,97.68097687,96.36355402,98.0000035,98.62247517,99.1363757,99.43898944,99.48657222,98.45286274,97.77477371,98.69719171,99.34118243,98.97378831,97.83513635,96.71266285,97.71788319,98.59867393,96.50373412,96.79374493,99.17261689,98.91397995,98.75424716,98.67616416,96.29934443,98.88462385,98.5781893,99.01777314,99.13826839,99.82153494,99.7526462,99.69889304,99.68791117,99.71295792,99.75605221,99.784714,99.75116728,99.79280103,97.90052627,99.53325914,96.33822038,99.77442484,99.73050343,99.74839381,99.79915983,99.83629915,99.80116967,99.28650991,99.94262865,80.58809537,99.92019663,99.73202674,,,,,,,,,,,,,,,,,
AD6-26,70.89382249,70.33912987,71.51619596,70.40126886,71.17847347,70.52117244,70.99354692,70.74691176,70.5355882,71.00579126,74.12011975,71.43118694,72.25700968,71.95899799,72.57143316,70.94795422,71.32922087,70.26286275,70.34507287,70.37942931,70.6747846,73.12168967,70.38556416,70.97689508,72.79053178,74.11075344,74.85013806,75.24459547,67.44709065,66.60512494,65.34439994,64.19991321,65.15137029,68.3779227,67.34945019,66.02241916,68.70141244,66.98513192,64.90672847,65.98170034,62.96816538,64.08208237,63.50833103,99.77490018,99.73988448,99.66832431,99.66674937,99.6023145,99.74575398,99.47296052,99.43269738,98.92192066,99.30681163,99.76796256,99.62079072,99.68006512,99.81446844,99.3104615,99.82074059,99.78086624,99.73396978,99.79439234,99.8066895,99.8357975,99.76574764,99.73385971,99.78656869,99.7786488,99.82051866,99.82115223,99.73095094,99.59834883,99.08058668,75.24980212,76.50570616,75.54835235,75.87908728,74.53531392,75.22571477,73.09063964,74.29262857,76.4339754,78.15150167,76.90022588,77.05858831,74.87084651,77.31412117,72.93530664,74.2416499,73.93801238,74.64934251,73.57191369,75.687885,74.33925765,72.32402383,73.37885074,74.91553262,77.70846578,77.29826084,77.34290415,75.93998808,77.74775272,75.40607048,73.56276288,72.76609825,71.8146503,71.55036728,74.50184143,75.70498854,74.46710538,72.25962139,73.47817729,75.61503929,76.94273827,75.6386512,74.62603089,76.31033797,75.94063876,72.46009854,73.20414029,73.18569971,74.00871416,75.94842945,73.83394662,74.4191516,73.33708449,73.13093207,69.3740851,70.05317943,70.58077704,70.40771668,70.12242513,69.78316669,69.74884297,70.09543423,69.20544114,74.90852241,70.45532032,77.16033407,69.89559006,70.02501825,70.12278807,69.63933215,69.47744504,70.18188914,71.33236928,68.76334966,69.81783691,68.70929191,70.44018659,68.85171383,,,,,,,,,,,,,,,,
AD6-27,70.2793343,69.71263721,70.91734412,69.77303591,70.56933245,69.88561397,70.37296905,70.10631941,69.91455245,70.43275436,73.57590266,70.82098792,71.66807352,71.36367501,71.98157843,70.31776891,70.69885791,69.60297109,69.71344619,69.74176167,70.03893545,72.49751124,69.75099077,70.38293513,72.20041925,73.55646045,74.30637348,74.70730809,66.86545065,66.00175993,64.73274057,63.48746005,64.47421785,67.85493923,66.82168944,65.41821295,68.13699215,66.42853272,64.31409653,65.30328035,62.26431299,63.4285814,62.79782263,99.81020125,99.71517404,99.83378892,99.79561252,99.83930362,99.65488679,99.28635126,99.18246868,98.48308941,99.09473864,99.72737698,99.5185403,99.84922742,99.82400648,98.99682924,99.78605703,99.69360805,99.72324862,99.69941317,99.72542397,99.87622841,99.90661759,99.89660398,99.87395122,99.91298402,99.79446082,99.90541152,99.88430222,99.84536501,99.11786846,74.7017773,75.97747766,75.00458902,75.33386287,73.97962526,74.68114778,72.49735997,73.72208175,75.91063161,77.66132089,76.38416406,76.53987434,74.30341998,76.81057771,72.32079718,73.65988364,73.36881338,74.07747471,73.00674961,75.12782335,73.7588836,71.70979417,72.78355871,74.34014608,77.20177191,76.79113754,76.8268955,75.40645058,77.2406526,74.8576218,73.05261242,72.22172776,71.256142,70.99633636,73.94765369,75.17495777,73.90290554,71.66368553,72.91550967,75.08434546,76.42739483,75.0932569,74.07637467,75.8084912,75.39627336,71.88196818,72.64547043,72.63488424,73.44517884,75.39008423,73.27449349,73.84393337,72.76504306,72.54287342,68.7125897,69.41620459,69.9503772,69.79526681,69.48469714,69.15364789,69.11003505,69.4312979,68.55892801,74.30230021,69.81470904,76.65349039,69.24616588,69.41112655,69.49636518,68.98111077,68.82934567,69.53711321,70.74926825,68.11990902,70.07673093,68.05367392,69.82768929,68.21054309,99.9148599,,,,,,,,,,,,,,,
AD6-28,74.46437289,73.9552908,75.04725946,74.02493049,74.74314293,74.13960708,74.56696297,74.29630776,74.10611145,74.27393502,77.50056459,74.94625857,75.76926284,75.4748786,76.21459835,74.48731595,74.9939004,73.93678079,73.97150566,73.9838995,74.24666327,76.77942315,73.96928108,74.24243205,76.24045886,77.47576729,78.21022258,78.55068834,71.4253933,70.619945,69.41438895,68.37484513,69.28344674,71.97640379,70.96591265,69.92707033,72.49598615,70.72580274,68.76072958,70.11292065,67.15169157,68.18794084,67.67025976,98.86059508,99.07949437,98.28207033,98.49514104,97.75411755,99.29346064,99.54011012,99.67789274,99.88820639,99.5060947,99.1379455,99.36311974,98.29888042,98.92414902,99.77825325,99.06429817,99.25766197,98.99394976,99.28319928,99.24854008,98.77136635,98.29375637,98.1742876,98.57805609,98.34699414,98.90936048,98.56878136,98.2216189,97.74236662,98.75650231,78.89329642,80.0385697,79.09825153,79.43298169,78.13739778,78.71194066,76.67346802,77.99473036,79.86271439,81.45503299,80.26265373,80.43389086,78.4667938,80.58528536,76.62772034,77.94417077,77.62212691,78.30755977,77.18999239,79.25813663,77.97923602,75.9970353,77.02756926,78.67976932,81.27390988,80.83218077,80.85652857,79.54161219,81.24256142,79.03213644,76.42440799,75.87022898,75.15930104,74.79402483,77.5187405,78.57082883,77.53885651,75.30677116,76.54690662,78.52816336,79.75799962,78.50506109,77.7789878,78.89129843,78.74424166,75.59004512,76.14553075,76.02286746,76.96655765,78.68478701,76.85863628,77.47355867,76.55237333,76.11790738,73.00053641,73.64753901,74.12972221,73.90479954,73.71394112,73.32152146,73.31807586,73.67722805,72.82450797,78.32390675,74.08769064,79.81431521,73.49891673,73.47083842,73.62661991,73.22230794,73.06324905,73.73802993,74.62682914,72.31357749,72.26159596,72.2194152,73.80167162,72.35088021,99.04138643,98.54964091,,,,,,,,,,,,,,
AD6-29,72.99762373,72.48445693,73.62000874,72.55051771,73.28957852,72.65697866,73.10739025,72.82447373,72.63271374,72.93197882,76.1099041,73.49930766,74.35355662,74.04402132,74.76348937,73.01328905,73.50145913,72.42869061,72.47638707,72.49450208,72.76646911,75.29310972,72.48420324,72.89033075,74.83084604,76.13189736,76.87867666,77.24519662,69.90550894,69.07367271,67.86341432,66.71911851,67.65009441,70.6085036,69.58031754,68.397259,71.04345335,69.28127987,67.25179317,68.4874925,65.49350585,66.59877496,66.00794163,99.40201109,99.52354756,98.99504593,99.13385649,98.63120962,99.67547169,99.73035047,99.80705975,99.73333927,99.61105705,99.60308887,99.67213742,99.02439715,99.46993287,99.8130897,99.56632492,99.6733942,99.48753093,99.69974646,99.67072432,99.36268828,99.04225404,98.96195557,99.23572473,99.08162218,99.49213757,99.22581588,98.97738533,98.63604153,99.117048,77.49643649,78.68008611,77.7249758,78.05668699,76.7414833,77.35363231,75.24997058,76.56547353,78.54142332,80.21411271,78.97014269,79.13975242,77.06145662,79.33412917,75.16502548,76.49636521,76.20259206,76.88404949,75.78563778,77.86154933,76.54938591,74.53714027,75.58659857,77.22806176,79.94179899,79.51462013,79.52683508,78.17431767,79.92690072,77.64259038,75.22895386,74.59331401,73.78567567,73.46743886,76.27001971,77.39114455,76.26052101,73.99948179,75.25964817,77.33192695,78.62947022,77.31397215,76.49464272,77.83993239,77.58240053,74.2626236,74.89936137,74.79827662,75.71131227,77.5767202,75.58698658,76.17554521,75.19229126,74.83001745,71.49127224,72.14782351,72.65326466,72.4665047,72.22382531,71.84540396,71.81945489,72.17582921,71.32334254,76.92820199,72.59540314,78.7508781,72.00216747,72.03890782,72.1648572,71.7108917,71.56075537,72.2492452,73.25000786,70.84496283,71.65767577,70.76065675,72.36467111,70.8961424,99.58316582,99.26799699,99.82637348,,,,,,,,,,,,,
AD6-30,75.32404654,74.82891764,75.86883731,74.89856755,75.59122976,75.01436803,75.41134945,75.16298026,74.97409397,75.01203049,78.30090108,75.7752555,76.57183994,76.28694775,77.07785658,75.34451377,75.87721364,74.84661657,74.86036384,74.86899196,75.11041806,77.64208224,74.84483937,74.99997376,77.034445,78.21629878,78.92411777,79.25127974,72.30049381,71.51700278,70.32143423,69.38134407,70.25782783,72.72257228,71.72972017,70.80592147,73.30396555,71.52872796,69.61390712,71.07710855,68.15843838,69.13646543,68.67108728,98.23043901,98.51735326,97.52493198,97.79242888,96.88384101,98.78743553,99.17069091,99.36454816,99.78345866,99.20562066,98.57785129,98.9052998,97.53978725,98.29893713,99.52666121,98.47420778,98.73088856,98.40308007,98.75920804,98.71428612,98.10415875,97.5178677,97.37627082,97.86626773,97.57957649,98.26935145,97.85061276,97.4335532,96.86641446,98.26799859,79.69776332,80.79684181,79.87079014,80.2106862,78.93394668,79.47134756,77.49758424,78.82391316,80.58849889,82.12133543,80.96176374,81.13975226,79.27034062,81.25788086,77.48438062,78.79009116,78.44566286,79.1260582,77.99329556,80.04331348,78.80202214,76.85237419,77.86513321,79.51654505,82.00630663,81.55632884,81.57431352,80.30869472,81.95745604,79.81350451,77.07773517,76.60297026,75.9508188,75.5623714,78.19503181,79.18974049,78.23441797,76.03842922,77.2589506,79.15787202,80.34835587,79.1348713,78.47799144,79.43135837,79.34738011,76.3190878,76.83002585,76.69114573,77.6476971,79.2649789,77.55581055,78.17884121,77.31314134,76.83640749,73.91611625,74.53330547,74.99139744,74.74271124,74.59261688,74.18928228,74.206008,74.56615805,73.72642957,79.04850975,74.96246333,80.37277314,74.39425736,74.30579899,74.48335193,74.12403571,73.96494107,74.62102396,75.41791704,73.22468828,72.69634608,73.13528462,74.66190046,73.26048211,98.4308694,97.8162403,99.91436642,99.52556807,,,,,,,,,,,,
AD6-31,73.22926637,72.66825846,73.86866036,72.74419475,73.5295269,72.8538091,73.32512387,73.02826993,72.85003575,73.20819831,76.44843042,73.7714032,74.63896381,74.33821588,75.00926612,73.24597825,73.71890015,72.57603819,72.67838981,72.68851784,72.98198309,75.58228038,72.69115282,73.13201216,75.14581945,76.49497169,77.28775773,77.65341513,70.16558827,69.29762288,68.04114243,66.72722075,67.75210932,70.94522645,69.88086567,68.62127291,71.35152694,69.5557241,67.44729056,68.6140173,65.50965998,66.67628015,66.0512835,99.68439719,99.78102487,99.3617153,99.51035305,99.00826232,99.86332892,99.88910719,99.90126168,99.69760585,99.76278216,99.79829756,99.89816206,99.39023939,99.72023567,99.86110996,99.77053784,99.8398388,99.74122511,99.8485227,99.85504604,99.63289873,99.36309497,99.28744138,99.53549132,99.40029167,99.66049987,99.5292264,99.32546457,99.01565933,99.54080254,77.877168,79.12397315,78.12614797,78.4661727,77.10265678,77.73090047,75.52461935,76.89823703,78.9759702,80.6963618,79.42066701,79.58421417,77.42626122,79.77858281,75.4064924,76.81837138,76.51275277,77.22411401,76.09564301,78.26516693,76.88456894,74.78027568,75.87715357,77.6174224,80.45136827,79.99712972,80.03039655,78.60880201,80.43525158,78.05687353,75.54694252,74.85937107,74.04015138,73.70297972,76.53661685,77.69568484,76.53669826,74.21924271,75.5259267,77.65309905,78.95245431,77.59841444,76.80719179,78.14867793,77.86524812,74.51457626,75.1358628,75.06124641,75.95609415,77.85144537,75.84930988,76.4384351,75.46372309,75.03680382,71.64305285,72.34742731,72.87396489,72.68268862,72.4342678,72.04046681,72.01319471,72.3357133,71.49126215,77.3258788,72.80748026,79.12017186,72.18754793,72.25348698,72.37656052,71.87881906,71.72354116,72.43472206,73.42978243,70.95853195,72.45486533,70.84294092,72.56439719,70.98528533,99.66840617,99.46734235,99.66511649,99.89371257,99.29236841,,,,,,,,,,,
