,F1-1,F1-2,F1-3,F1-4,F1-5,F1-6,F1-7,F1-8,F1-9,F1-10,F1-11,F1-12,F1-13,F2-1,F2-2,F2-3,F2-4,F2-5,F2-6,F2-7,F2-8,F2-9,F2-10,F2-11,F2-12,F2-13,F2-14,F2-15,F3-1,F3-2,F3-3,F3-4,F3-5,F3-6,F3-7,F3-8,F3-9,F3-10,F3-11,F3-12,F3-13,F3-14,F3-15,F5-1,F5-2,F5-3,F5-4,F5-5,F5-6,F5-7,F5-8,F5-9,F5-10,F5-11,F5-12,F5-13,F5-14,F5-15,F6-1,F6-2,F6-3,F6-4,F6-5,F6-6,F6-7,F6-8,F6-9,F6-10,F6-11,F6-12,F6-13,F6-14,F6-15,D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D1-8,D1-9,D1-10,D1-11,D1-12,D1-13,D1-14,D1-15,D1-16,D1-17,D1-18,D1-19,D1-20,D1-21,D1-22,D1-23,D1-24,D1-25,D1-26,D1-27,D1-28,D1-29,D1-30,D1-31,D1-32,D1-33,D1-34,D1-35,D1-36,D1-37,D1-38,D1-39,D1-40,D1-41,D1-42,D1-43,D1-44,D1-45,D1-46,D1-47,D1-48,D1-49,D1-50,D1-51,D1-52,D1-53,D1-54,D1-55,D1-56,D1-57,D1-58,D1-59,D1-60,D1-61,D1-62,D1-63,D1-64,D1-65,D1-66,D1-68,D1-70,D1-71,D1-72,D1-73,D1-74,D1-75,D1-76,D1-77,D1-78,D1-79,D1-80,AD6-26,AD6-27,AD6-28,AD6-29,AD6-30,AD6-31,AD6-32,AD6-33,AD6-34,AD6-35,AD6-36,AD6-37,AD6-38,AD6-39,AD6-40,AD6-41
AD6-32,73.53356506,72.99561482,74.13544191,73.07021906,73.81771623,73.18595962,73.63690644,73.35271276,73.16322692,73.41704026,76.62081007,74.043204,74.87820606,74.58932866,75.25937181,73.55983179,74.03191809,72.94525618,73.00438486,73.01966493,73.29806721,75.83867925,73.02158554,73.37607132,75.36653361,76.64578914,77.40182831,77.75699938,70.39534864,69.57270873,68.34000429,67.20726615,68.15715266,71.0777857,70.03347421,68.88653152,71.52522588,69.76213857,67.73090446,69.0006994,65.98311347,67.06962688,66.5147716,99.31006427,99.46059119,98.84813106,99.00086197,98.42114108,99.62430997,99.74105996,99.83015509,99.83689527,99.64760926,99.52965514,99.64243993,98.86363244,99.3640992,99.86852957,99.48591908,99.62061411,99.41151049,99.64466277,99.61205885,99.25670664,98.87555064,98.78356214,99.10138878,98.92383128,99.36235398,99.09100813,98.8142732,98.41875244,99.06723849,77.99008342,79.18401102,78.22678461,78.56248573,77.25093203,77.86249687,75.77721622,77.07445942,79.03896411,80.68857428,79.46775766,79.62526727,77.5705151,79.81275805,75.69569375,77.00823384,76.70899868,77.39999285,76.30210396,78.37763591,77.06600377,75.06975401,76.11530274,77.75208216,80.44136633,80.00028383,80.04031914,78.67029356,80.428226,78.15368016,75.67665977,75.05178611,74.28910921,73.92599008,76.74575888,77.86931071,76.75393418,74.48427641,75.73916013,77.80719091,79.08109834,77.78995753,76.98715309,78.27021312,78.03634467,74.76875365,75.35555788,75.26084581,76.19084632,78.03255914,76.06818298,76.67376562,75.69665094,75.31396399,72.00565664,72.67671655,73.17654959,72.96166956,72.7525083,72.35815935,72.34405912,72.69739744,71.83739751,77.41498854,73.14220391,79.17696955,72.52371509,72.53484942,72.68660537,72.23506655,72.07827428,72.77009871,73.74741644,71.32873356,71.68571539,71.23755375,72.85291633,71.37252693,99.46883881,99.0892912,99.91382546,99.95642213,99.67961709,99.85542595,,,,,,,,,,
AD6-33,73.29478494,72.79245877,73.91094824,72.85427518,73.58529598,72.96606068,73.40960653,73.12529827,72.93196867,73.19959671,76.38364471,73.79306375,74.64353033,74.34106435,75.05419154,73.31252322,73.80791423,72.74364623,72.77851072,72.79848066,73.06864993,75.59376687,72.79087761,73.15559131,75.11293211,76.39727267,77.14163171,77.49837439,70.1490913,69.31963335,68.10873231,66.98011537,67.91760776,70.81848831,69.78453185,68.63632272,71.27126821,69.50539918,67.48634275,68.75248319,65.75863045,66.84674106,66.27584227,99.28553913,99.43340788,98.83662775,98.98990368,98.42985103,99.60462823,99.70460608,99.80020537,99.79800231,99.59989372,99.51590513,99.61664146,98.86253561,99.36052865,99.82748599,99.47231011,99.59935476,99.39081259,99.62868008,99.59462489,99.23751983,98.87855036,98.7916759,99.09446659,98.92258642,99.38384707,99.08206799,98.80883153,98.43345715,99.03923552,77.76607648,78.94056937,77.99348414,78.3231235,77.0231934,77.62420601,75.54220802,76.85034121,78.80146736,80.44219597,79.22421804,79.38631259,77.33972059,79.5687476,75.46863016,76.7789514,76.48770982,77.16812923,76.07030564,78.13595516,76.83415933,74.84470072,75.88384399,77.51495525,80.19137557,79.76367963,79.78366458,78.43738213,80.17179857,77.91907947,75.45693087,74.83348196,74.06020187,73.72248111,76.50441494,77.61180327,76.50517434,74.25543895,75.50265137,77.55409757,78.83620369,77.5359596,76.74013838,78.02576399,77.79830558,74.5225959,75.13401485,75.02913152,75.94717434,77.78731951,75.82729151,76.42462702,75.45909267,75.07614753,71.79918718,72.44854074,72.94867146,72.75241077,72.52778563,72.139164,72.11917012,72.47622303,71.62898034,77.19287374,72.90345366,78.953798,72.30733898,72.32608105,72.46056021,72.01461556,71.86351389,72.54824464,73.52160232,71.14655062,71.63493728,71.06698048,72.64442532,71.19607323,99.47393383,99.11016476,99.89161309,99.98445381,99.64211944,99.858819,99.97465519,,,,,,,,,
AD6-34,70.97802496,70.41370919,71.61801811,70.48392529,71.26675392,70.59746605,71.07713018,70.81078644,70.60803928,71.06945014,74.24703709,71.53088842,72.36898434,72.07936992,72.67386745,71.02718807,71.40843843,70.31453488,70.41056158,70.44445755,70.746143,73.2291393,70.45275288,71.00195424,72.9040127,74.24822724,75.01042496,75.39523337,67.64764682,66.7957899,65.52642687,64.26966243,65.27090056,68.58551769,67.54327039,66.18791115,68.89903509,67.18155973,65.07275028,66.11549159,63.05208331,64.20943308,63.59762629,99.88358003,99.84226952,99.8091254,99.80833821,99.71227,99.82333004,99.55686414,99.48580352,98.92251606,99.38561232,99.85758004,99.71486056,99.81752244,99.90476846,99.34518239,99.90431608,99.85462633,99.84779335,99.85847201,99.87122574,99.92795643,99.86564832,99.83915571,99.89848191,99.87659425,99.86913081,99.91529159,99.84934262,99.71434429,99.28809912,75.42989948,76.69940685,75.71843838,76.05604536,74.70582076,75.39152597,73.21830749,74.45277637,76.62001099,78.34638359,77.08219177,77.23577452,75.02875537,77.48025869,73.04868555,74.38591333,74.0944105,74.8030082,73.72911025,75.85590684,74.48258274,72.43837959,73.5157075,75.10050081,77.94677972,77.52031507,77.56902286,76.14389217,77.97608377,75.60404304,73.62764627,72.83451084,71.90573822,71.60803567,74.54432534,75.75571953,74.51562181,72.26616855,73.51218802,75.67425499,76.99783652,75.67241914,74.70206454,76.31935765,75.93715586,72.50279066,73.20428306,73.18099228,74.02697801,75.94885656,73.87020239,74.45574165,73.38935739,73.1326405,69.40709792,70.10104804,70.63990145,70.46219438,70.18871259,69.82308893,69.79236317,70.11181601,69.25466021,74.98093194,70.5458781,77.2355594,69.94924537,70.07524465,70.18015853,69.66636091,69.51246661,70.21946855,71.36362372,68.78627959,70.26989779,68.70690451,70.47091051,68.84691935,99.96801339,99.94118544,98.94991281,99.52385236,98.31358685,99.68388565,99.40541695,99.40976613,,,,,,,,
AD6-35,70.15123661,69.60593077,70.80899096,69.66014512,70.44636309,69.76324571,70.25083003,69.97760654,69.78378906,70.29553941,73.48802815,70.69241293,71.54954656,71.23223475,71.87869849,70.17746988,70.56881394,69.48495812,69.58372747,69.61456934,69.90754744,72.35218678,69.62079062,70.23607935,72.0771672,73.44335557,74.19561421,74.59531455,66.80926497,65.94918378,64.69049296,63.40313056,64.40050573,67.82351947,66.80273304,65.37137234,68.08786267,66.3813974,64.2727059,65.22283201,62.19833077,63.37762783,62.7123834,99.78907601,99.6831159,99.83374196,99.79239223,99.85051096,99.62288485,99.23539132,99.13172037,98.39185573,99.04889571,99.7018776,99.47433909,99.85416721,99.80312262,98.91980738,99.76239013,99.66300029,99.70561227,99.66780761,99.68954926,99.85330837,99.91460152,99.90200512,99.86639094,99.90341502,99.75484284,99.8784594,99.87937153,99.85941809,99.13008589,74.61129527,75.87252511,74.90287058,75.23324554,73.86855292,74.56733675,72.38401553,73.60724895,75.81439239,77.57463756,76.28878761,76.44379894,74.19999429,76.71443949,72.1929088,73.54148988,73.25802676,73.95770795,72.89300931,75.00803726,73.64169078,71.60100831,72.6620212,74.22841173,77.11631145,76.70409515,76.72941116,75.32059047,77.15127496,74.75310506,72.98006304,72.15165815,71.14720355,70.91041332,73.84186278,75.06402124,73.7832711,71.53949078,72.80103053,74.97803872,76.34141724,74.98409381,73.95426166,75.70731674,75.30683575,71.75078028,72.53452519,72.52062344,73.33237483,75.30836506,73.16262361,73.71379361,72.63496001,72.4157178,68.58001235,69.27710928,69.81198389,69.68273794,69.34108023,69.02344532,68.9672158,69.28433614,68.42319283,74.16118607,69.68137716,76.58476196,69.10979304,69.28857661,69.36241042,68.84448984,68.69025306,69.4026476,70.638267,68.01613759,70.16097134,67.95364947,69.70838222,68.09947015,99.86356981,99.9716305,98.4412495,99.20472176,97.68937486,99.40500069,98.99754622,99.03946297,99.91025795,,,,,,,
AD6-36,71.27043233,70.71550024,71.90489238,70.78128979,71.55875543,70.89695258,71.36673028,71.10721814,70.90666875,71.34609528,74.49222816,71.81014976,72.64151833,72.34311703,72.98894565,71.31059132,71.71435206,70.63315674,70.72212204,70.75370415,71.04327973,73.53766911,70.7508582,71.29477056,73.17684798,74.50467381,75.25232336,75.643951,68.02340356,67.17993246,65.93232832,64.71939284,65.69911771,68.90512004,67.87338295,66.56550945,69.25320421,67.521694,65.43856941,66.53402708,63.50907625,64.63018839,64.04331769,99.83284972,99.82962178,99.6808242,99.71842622,99.55079923,99.84267492,99.62998839,99.59744578,99.12887999,99.47103722,99.85336909,99.74614161,99.70431269,99.87230292,99.4825525,99.87726576,99.8567398,99.80202443,99.86830928,99.87381329,99.86279957,99.74755617,99.71482501,99.80514447,99.7696724,99.84817767,99.8306807,99.72179938,99.55778916,99.26201993,75.73353827,76.9789283,76.00476399,76.3451652,74.98837059,75.65378896,73.49540916,74.75816997,76.88181273,78.60226749,77.33413667,77.4943539,75.32530508,77.73012742,73.34466598,74.70154572,74.38917439,75.09971786,74.00842509,76.13953254,74.77849676,72.73026198,73.80767483,75.41857432,78.23696054,77.80504726,77.84190074,76.43731522,78.25603964,75.89218826,73.82615871,73.05757182,72.14834118,71.85873125,74.75554617,75.95051673,74.73534281,72.49591052,73.74752359,75.88123606,77.18841897,75.87068388,74.93408953,76.51029498,76.14780412,72.74112328,73.42560178,73.3830575,74.23671073,76.13563713,74.08755309,74.68131565,73.61898155,73.35407778,69.73120056,70.41158236,70.93979657,70.75451946,70.49397172,70.12504553,70.10043247,70.43751283,69.56735447,75.28962461,70.84894378,77.40171943,70.25494784,70.36180934,70.47765272,69.97895242,69.82903272,70.52711122,71.63330392,69.10128008,70.57208968,69.02631842,70.75176167,69.1799527,99.97086539,99.87820696,99.18834485,99.68790338,98.61564972,99.7756807,99.58048266,99.5895417,99.96169254,99.83160375,,,,,,
AD6-37,70.74374254,70.17759021,71.38694405,70.24712077,71.04325521,70.35167459,70.83432027,70.55934122,70.37508467,70.84112547,74.03468215,71.28004883,72.12609298,71.81981101,72.47021856,70.77105573,71.17509055,70.06697273,70.18488886,70.20653686,70.49600999,72.97691867,70.21020627,70.77184118,72.65851531,74.01525158,74.78036641,75.16181567,67.40305101,66.5350488,65.27548973,64.00096998,64.98671276,68.33672898,67.31314521,65.93002389,68.65664899,66.91971806,64.81259705,65.83113269,62.78231041,63.95723093,63.30383765,99.86004228,99.80483133,99.82989091,99.84189232,99.79481205,99.77379586,99.45335176,99.3783032,98.7380734,99.28745518,99.81388654,99.65462178,99.85032149,99.88954324,99.20210565,99.85595578,99.78295056,99.80345023,99.78701778,99.81173242,99.9049948,99.89766517,99.87242767,99.90002032,99.901405,99.84233585,99.91318704,99.87181069,99.79263888,99.27722581,75.23322078,76.49528392,75.51876758,75.85272933,74.48180861,75.16237746,72.97365035,74.24191636,76.40415028,78.14873094,76.87397114,77.02919416,74.81252049,77.27227056,72.79091814,74.17372046,73.87254655,74.58088193,73.49420323,75.62962236,74.26444215,72.20028815,73.27062748,74.88585511,77.75993397,77.32748053,77.36191774,75.95573285,77.78365471,75.38628503,73.42123117,72.64659895,71.67776184,71.42525134,74.31440669,75.51192397,74.27391732,72.01466607,73.28753975,75.44418142,76.78064453,75.43113077,74.47570967,76.10883856,75.73835916,72.25401933,72.98326834,72.94859408,73.78813965,75.70172076,73.63968806,74.20025959,73.14385843,72.87806112,69.1641385,69.86679105,70.40034143,70.24927015,69.9361025,69.59619026,69.55453096,69.88162725,69.01012198,74.78394561,70.28465799,77.02052232,69.70377797,69.85034319,69.93224815,69.43808514,69.27383044,69.98594768,71.13687781,68.56802981,70.64465699,68.49283687,70.26010811,68.63651066,99.91795154,99.96546256,98.77008349,99.42823038,98.08720572,99.60659957,99.25375117,99.28417154,99.95370228,99.95857318,99.92424186,,,,,
AD6-38,70.80620671,70.28008778,71.4944521,70.34271435,71.11035678,70.44458638,70.93071717,70.63253037,70.430232,70.9343732,74.08761311,71.36905102,72.235462,71.93324639,72.56222892,70.8339253,71.24945629,70.1611799,70.23824677,70.27922729,70.57862687,73.06248924,70.27194618,70.85522216,72.7460499,74.13389516,74.89481818,75.28374252,67.66704278,66.80825289,65.56067669,64.20872177,65.23047356,68.62734892,67.59040322,66.19009195,68.92178836,67.20358363,65.0868755,66.06954115,63.00817102,64.20966234,63.53006303,99.89807037,99.83825683,99.85785265,99.84939903,99.75803471,99.80841982,99.52741186,99.44507479,98.82298954,99.34119777,99.85889304,99.70068387,99.87485167,99.91316318,99.27074667,99.90157929,99.83921276,99.85962919,99.84264861,99.85370071,99.92392554,99.89842399,99.87879868,99.92152297,99.9016409,99.85408565,99.91992057,99.87487678,99.76683008,99.38300245,75.35327044,76.62227931,75.63590085,75.96994652,74.61157039,75.29250345,73.09136627,74.36261822,76.5446967,78.28893357,77.00651699,77.16404439,74.92939518,77.4052585,72.92108551,74.28046644,74.00488552,74.70311043,73.63169874,75.75285313,74.3746718,72.31405519,73.39165866,75.01104612,77.90530088,77.47855703,77.51040496,76.08313192,77.9197625,75.52722565,73.46151504,72.6784428,71.74181916,71.46449262,74.38663754,75.60555852,74.34424234,72.06863581,73.33757565,75.52296464,76.86566811,75.5091796,74.5475861,76.17815987,75.79218203,72.32963978,73.02747262,73.00370716,73.84651915,75.80256219,73.6966212,74.25692241,73.19659677,72.93425006,69.21658764,69.91357531,70.45929486,70.30805792,70.00534498,69.63838216,69.60207786,69.90789519,69.0751432,74.81099262,70.37296346,77.07520012,69.75855496,69.90348273,69.99470511,69.45936392,69.31578111,70.02254527,71.22487699,68.60401666,70.6318406,68.51675182,70.23311569,68.64808187,99.9078759,99.93941201,98.80651629,99.45454979,98.13210259,99.63714696,99.29468757,99.32399827,99.96169535,99.9425327,99.91623919,99.95947928,,,,
AD6-39,71.66715202,71.11253263,72.32026684,71.18486068,71.9651503,71.29114238,71.77365362,71.48270158,71.29237712,71.71431491,74.90679315,72.21082353,73.07047466,72.76766175,73.405115,71.69730426,72.12529747,71.00969079,71.10812428,71.12981758,71.42890309,73.94769516,71.13838784,71.64999754,73.5869085,74.94238658,75.71713716,76.0940798,68.43160728,67.5702169,66.31681884,65.02934913,66.03319523,69.31095638,68.26447853,66.9328424,69.65728717,67.90799068,65.80556418,66.88257494,63.81471584,64.98326678,64.34454528,99.87112401,99.88006425,99.70775785,99.76267694,99.52699244,99.90575272,99.73777744,99.70274792,99.26203897,99.58005803,99.90708092,99.84104659,99.72793118,99.9062391,99.59300546,99.92509242,99.92320342,99.87448041,99.93000584,99.93340994,99.88502219,99.75626006,99.70984642,99.83284411,99.77193603,99.86789463,99.83528641,99.71962365,99.53103923,99.43813372,76.20800654,77.46431353,76.48143546,76.8155795,75.45928276,76.12272224,73.9394159,75.22844673,77.35865998,79.09472711,77.82045446,77.97445439,75.78227887,78.20631065,73.79164064,75.15531544,74.86607065,75.56930182,74.47954014,76.60596551,75.23999222,73.1775561,74.25426313,75.89461555,78.7467514,78.3092026,78.34807822,76.92734374,78.75606395,76.37541779,74.19225468,73.4492378,72.5607621,72.25393903,75.16386514,76.35451172,75.13755615,72.84783527,74.12328063,76.28239538,77.61060071,76.26919432,75.35141849,76.89060875,76.54035393,73.11032964,73.79306984,73.74252448,74.61917713,76.53993191,74.47452605,75.05451645,74.01538524,73.70412011,70.08392616,70.78510653,71.31783484,71.14654148,70.86726796,70.49727602,70.46265428,70.78871371,69.93316912,75.69334906,71.23601624,77.79448389,70.62456881,70.735948,70.83980448,70.33709978,70.17973671,70.89091911,71.99690158,69.44207421,71.03431671,69.35592746,71.08103183,69.49090871,99.92850779,99.84375921,99.27911615,99.74406045,98.73138151,99.85842108,99.64435902,99.65639947,99.9488914,99.81322523,99.96517919,99.91014387,99.92721031,,,
AD6-40,71.44911735,70.87638141,72.0921846,70.94987814,71.73973506,71.06464844,71.54719275,71.27587973,71.07462698,71.52215757,74.70418947,72.00265752,72.8410668,72.54653718,73.16193274,71.49484909,71.88506622,70.78110388,70.88619534,70.91496289,71.21688318,73.71759441,70.91906253,71.46890196,73.38094466,74.73368769,75.49702894,75.88341843,68.15003318,67.30311022,66.02733285,64.78054232,65.77664196,69.07111476,68.02558237,66.68117214,69.39468432,67.65528923,65.5457829,66.62404287,63.55801266,64.71150006,64.09908097,99.87146061,99.86328445,99.71756349,99.75364792,99.57323646,99.86862528,99.66986175,99.62579422,99.15243258,99.49924393,99.87648277,99.77997987,99.73444577,99.89365844,99.51385649,99.90771489,99.89292159,99.84668288,99.89817322,99.90300785,99.89536505,99.77079983,99.73480739,99.83910457,99.79312094,99.85126842,99.85531684,99.75081973,99.57558683,99.33435202,75.94139216,77.20825654,76.21955879,76.56322749,75.19531695,75.87809233,73.69643938,74.95500102,77.11030151,78.85890494,77.57417118,77.73396378,75.52690176,77.97826882,73.53363078,74.89677621,74.58999424,75.30423381,74.21796285,76.35663876,74.97854145,72.91670815,74.0018151,75.61920838,78.48170055,78.04096304,78.08762823,76.65822655,78.50546167,76.10770013,74.04508308,73.26850206,72.34870336,72.04974249,74.99650875,76.2065724,74.96574938,72.6950108,73.9616657,76.13108791,77.45927424,76.12642911,75.16574412,76.76447486,76.4067223,72.95110728,73.6384341,73.60287167,74.4685701,76.40706167,74.31244388,74.90231219,73.82599458,73.56415522,69.87352185,70.57154169,71.10724054,70.92264103,70.65637186,70.28348846,70.25454859,70.5869692,69.71945763,75.48260834,71.01941913,77.64275526,70.41482209,70.53041325,70.64162973,70.12802053,69.9748918,70.68382116,71.80839937,69.2341121,70.7031633,69.14902998,70.9058454,69.29605673,99.96665355,99.87975927,99.18905827,99.67566747,98.61633488,99.78872514,99.58652923,99.57858088,99.97135739,99.83438026,99.98293923,99.92057206,99.92684363,99.97625131,,
AD6-41,72.69102532,72.08169801,73.37555661,72.18232527,73.00257444,72.27646197,72.78560126,72.42960586,72.28041797,72.67812945,76.02192239,73.28245988,74.1878323,73.89248778,74.47077512,72.69680084,73.15691042,71.91924783,72.08112443,72.07975136,72.40233282,75.08485227,72.11410987,72.52333625,74.69878437,76.1330659,76.98442042,77.33262813,69.73603237,68.83591051,67.53200467,65.93281017,67.09036465,70.61015557,69.50054181,68.13224286,70.97282152,69.16546716,66.96308269,67.98598542,64.73201067,66.02713545,65.30175083,99.84606214,99.8623921,99.72249962,99.82842798,99.39871417,99.84120126,99.75987439,99.65509589,99.14762339,99.63676755,99.82951425,99.88181783,99.73588911,99.82401232,99.50956605,99.81392159,99.80811679,99.86695557,99.78819325,99.82752614,99.7840377,99.64120181,99.58972211,99.75788197,99.66181437,99.64163619,99.72433977,99.63834889,99.4148009,99.86739881,77.53690223,78.8577578,77.80926004,78.15088657,76.75366949,77.39223719,75.08244004,76.51020984,78.70810027,80.47200348,79.17361291,79.30379488,77.06207761,79.4987279,74.92769044,76.39252671,76.12444069,76.8397337,75.71631798,77.93366087,76.4869388,74.3113251,75.4380996,77.28197667,80.27288939,79.7836178,79.85460095,78.33927095,80.25075071,77.76630332,75.05319913,74.34576254,73.54155641,73.14378022,76.03193405,77.2303664,76.03606585,73.60220352,74.97094635,77.18554328,78.49860916,77.09517738,76.34744768,77.64552457,77.31541508,73.96827254,74.53735994,74.49896813,75.40246996,77.31856449,75.31615052,75.87535116,74.92559422,74.41216814,70.95645876,71.73173134,72.27641279,72.10032997,71.83132629,71.41917284,71.37583556,71.64903205,70.83430216,76.84098883,72.24746988,78.71451972,71.5495176,71.64784878,71.7684465,71.21083405,71.04931111,71.79030094,72.82769616,70.22249637,72.79769235,70.06432607,71.89623049,70.19076702,99.46631132,99.50193424,98.88706392,99.30694968,98.34572752,99.70245051,99.25193754,99.22027632,99.62571425,99.48369323,99.56866141,99.60001811,99.6578166,99.70502835,99.6278878,

